Ligands	Receptors	source	Organism	Ligands_bchi	Receptors_bchi	Ligands_atha_symbol	Ligands_atha_description	Receptors_atha_symbol	Receptors_atha_description
AT4G02520	AT1G16110	orthologs	Arabidopsis thaliana	Bch09G002040	Bch09G065910	GSTF2	glutathione S-transferase PHI 2	WAKL6	wall associated kinase-like 6
AT2G30860	AT1G16110	orthologs	Arabidopsis thaliana	Bch03G017520	Bch09G065910	GSTF9	glutathione S-transferase PHI 9	WAKL6	wall associated kinase-like 6
AT3G62760	AT5G66790	orthologs	Arabidopsis thaliana	Bch04G000600	Bch07G019320	ATGSTF13	Glutathione S-transferase family protein	None	Protein kinase superfamily protein
AT1G02940	AT5G66790	orthologs	Arabidopsis thaliana	Bch10G002530	Bch07G019320	None	glutathione S-transferase (class phi) 5	None	Protein kinase superfamily protein
AT2G02930	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G019320	GSTF3	glutathione S-transferase F3	None	Protein kinase superfamily protein
AT3G03190	AT5G66790	orthologs	Arabidopsis thaliana	Bch05G048980	Bch07G019320	GSTF11	glutathione S-transferase F11	None	Protein kinase superfamily protein
AT4G02520	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G019320	GSTF2	glutathione S-transferase PHI 2	None	Protein kinase superfamily protein
AT1G70490	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G019320	ARFA1D	Ras-related small GTP-binding family protein	None	Protein kinase superfamily protein
AT1G02920	AT5G66790	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G019320	GSTF7	glutathione S-transferase 7	None	Protein kinase superfamily protein
AT4G24190	AT5G66790	orthologs	Arabidopsis thaliana	Bch01G015890	Bch07G019320	SHD	Chaperone protein htpG family protein	None	Protein kinase superfamily protein
AT5G06860	AT5G66790	orthologs	Arabidopsis thaliana	Bch10G033240	Bch07G019320	PGIP1	polygalacturonase inhibiting protein 1	None	Protein kinase superfamily protein
AT1G80080	AT5G66790	orthologs	Arabidopsis thaliana	Bch07G028460	Bch07G019320	TMM	Leucine-rich repeat (LRR) family protein	None	Protein kinase superfamily protein
AT1G02950	AT5G66790	orthologs	Arabidopsis thaliana	Bch10G002550	Bch07G019320	None	glutathione S-transferase F4	None	Protein kinase superfamily protein
AT2G47110	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G019320	UBQ6	ubiquitin 6	None	Protein kinase superfamily protein
AT5G06870	AT5G66790	orthologs	Arabidopsis thaliana	Bch10G033220	Bch07G019320	PGIP2	polygalacturonase inhibiting protein 2	None	Protein kinase superfamily protein
AT5G52640	AT5G66790	orthologs	Arabidopsis thaliana	Bch02G014580	Bch07G019320	HSP90.1	heat shock-like protein	None	Protein kinase superfamily protein
AT3G62250	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G019320	UBQ5	ubiquitin 5	None	Protein kinase superfamily protein
AT1G23410	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G045950	Bch07G019320	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	None	Protein kinase superfamily protein
AT4G05050	AT5G66790	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G019320	UBQ11	ubiquitin 11	None	Protein kinase superfamily protein
AT5G56030	AT5G66790	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G019320	HSP81-2	heat shock protein 81-2	None	Protein kinase superfamily protein
AT2G36170	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G019320	UBQ2	60S ribosomal protein L40-1	None	Protein kinase superfamily protein
AT1G17250	AT5G66790	orthologs	Arabidopsis thaliana	Bch08G033780	Bch07G019320	RLP3	receptor like protein 3	None	Protein kinase superfamily protein
AT5G03240	AT5G66790	orthologs	Arabidopsis thaliana	Bch10G036360	Bch07G019320	UBQ3	polyubiquitin 3	None	Protein kinase superfamily protein
AT1G49860	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G010940	Bch07G019320	GSTF14	glutathione S-transferase (class phi) 14	None	Protein kinase superfamily protein
AT1G13230	AT5G66790	orthologs	Arabidopsis thaliana	Bch06G045180	Bch07G019320	ExLRR2	Leucine-rich repeat (LRR) family protein	None	Protein kinase superfamily protein
AT5G56010	AT5G66790	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G019320	HSP81-3	heat shock protein 81-3	None	Protein kinase superfamily protein
AT3G12145	AT5G66790	orthologs	Arabidopsis thaliana	Bch01G044450	Bch07G019320	FLR1	Leucine-rich repeat (LRR) family protein	None	Protein kinase superfamily protein
AT5G56000	AT5G66790	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G019320	Hsp81.4	HEAT SHOCK PROTEIN 81.4	None	Protein kinase superfamily protein
AT2G26300	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G060110	Bch07G019320	GP ALPHA 1	G protein alpha subunit 1	None	Protein kinase superfamily protein
AT1G17240	AT5G66790	orthologs	Arabidopsis thaliana	Bch07G040930	Bch07G019320	None	receptor like protein 2	None	Protein kinase superfamily protein
AT1G23490	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G019320	ARF1	ADP-ribosylation factor 1	None	Protein kinase superfamily protein
AT2G47730	AT5G66790	orthologs	Arabidopsis thaliana	Bch03G026370	Bch07G019320	GSTF8	glutathione S-transferase phi 8	None	Protein kinase superfamily protein
AT2G42800	AT5G66790	orthologs	Arabidopsis thaliana	Bch05G003450	Bch07G019320	RLP29	receptor like protein 29	None	Protein kinase superfamily protein
AT3G12610	AT5G66790	orthologs	Arabidopsis thaliana	Bch03G038190	Bch07G019320	DRT100	Leucine-rich repeat (LRR) family protein	None	Protein kinase superfamily protein
AT1G74200	AT5G66790	orthologs	Arabidopsis thaliana	Bch07G031560	Bch07G019320	RLP16	receptor like protein 16	None	Protein kinase superfamily protein
AT1G68090	AT5G66790	orthologs	Arabidopsis thaliana	Bch02G020370	Bch07G019320	ANN5	annexin 5	None	Protein kinase superfamily protein
AT5G37640	AT5G66790	orthologs	Arabidopsis thaliana	Bch01G040140	Bch07G019320	UBQ9	ubiquitin 9	None	Protein kinase superfamily protein
AT2G30860	AT5G66790	orthologs	Arabidopsis thaliana	Bch03G017520	Bch07G019320	GSTF9	glutathione S-transferase PHI 9	None	Protein kinase superfamily protein
AT3G28890	AT5G66790	orthologs	Arabidopsis thaliana	Bch04G022630	Bch07G019320	RLP43	receptor like protein 43	None	Protein kinase superfamily protein
AT4G05320	AT5G66790	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G019320	UBQ10	polyubiquitin 10	None	Protein kinase superfamily protein
AT3G23010	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G006840	Bch07G019320	RLP36	receptor like protein 36	None	Protein kinase superfamily protein
AT3G52590	AT5G66790	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G019320	UBQ1	ubiquitin extension protein 1	None	Protein kinase superfamily protein
AT5G17220	AT5G66790	orthologs	Arabidopsis thaliana	Bch10G025700	Bch07G019320	GSTF12	glutathione S-transferase phi 12	None	Protein kinase superfamily protein
AT1G02930	AT5G66790	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G019320	GSTF6	glutathione S-transferase 6	None	Protein kinase superfamily protein
AT2G30870	AT5G66790	orthologs	Arabidopsis thaliana	Bch03G017530	Bch07G019320	GSTF10	glutathione S-transferase PHI 10	None	Protein kinase superfamily protein
AT4G02890	AT5G66790	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G019320	UBQ14	Ubiquitin family protein	None	Protein kinase superfamily protein
AT1G24140	AT5G18500	orthologs	Arabidopsis thaliana	Bch09G045310	Bch03G009220	AT3-MMP	Matrixin family protein	None	Protein kinase superfamily protein
AT1G70170	AT5G18500	orthologs	Arabidopsis thaliana	Bch07G033310	Bch03G009220	MMP	matrix metalloproteinase	None	Protein kinase superfamily protein
AT1G59970	AT5G18500	orthologs	Arabidopsis thaliana	Bch09G018970	Bch03G009220	AT5-MMP	Matrixin family protein	None	Protein kinase superfamily protein
AT1G24140	AT3G03770	orthologs	Arabidopsis thaliana	Bch09G045310	Bch03G033830	AT3-MMP	Matrixin family protein	None	Leucine-rich repeat protein kinase family protein
AT1G59970	AT3G03770	orthologs	Arabidopsis thaliana	Bch09G018970	Bch03G033830	AT5-MMP	Matrixin family protein	None	Leucine-rich repeat protein kinase family protein
AT1G70170	AT3G03770	orthologs	Arabidopsis thaliana	Bch07G033310	Bch03G033830	MMP	matrix metalloproteinase	None	Leucine-rich repeat protein kinase family protein
AT1G24140	AT1G11130	orthologs	Arabidopsis thaliana	Bch09G045310	Bch06G008500	AT3-MMP	Matrixin family protein	SUB	Leucine-rich repeat protein kinase family protein
AT1G70170	AT1G11130	orthologs	Arabidopsis thaliana	Bch07G033310	Bch06G008500	MMP	matrix metalloproteinase	SUB	Leucine-rich repeat protein kinase family protein
AT1G59970	AT1G11130	orthologs	Arabidopsis thaliana	Bch09G018970	Bch06G008500	AT5-MMP	Matrixin family protein	SUB	Leucine-rich repeat protein kinase family protein
AT1G59970	AT4G32300	orthologs	Arabidopsis thaliana	Bch09G018970	Bch03G062380	AT5-MMP	Matrixin family protein	SD2-5	S-domain-2 5
AT1G70170	AT4G32300	orthologs	Arabidopsis thaliana	Bch07G033310	Bch03G062380	MMP	matrix metalloproteinase	SD2-5	S-domain-2 5
AT1G24140	AT4G32300	orthologs	Arabidopsis thaliana	Bch09G045310	Bch03G062380	AT3-MMP	Matrixin family protein	SD2-5	S-domain-2 5
AT5G56030	AT1G79670	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G047100	HSP81-2	heat shock protein 81-2	RFO1	Wall-associated kinase family protein
AT5G06860	AT1G79670	orthologs	Arabidopsis thaliana	Bch10G033240	Bch07G047100	PGIP1	polygalacturonase inhibiting protein 1	RFO1	Wall-associated kinase family protein
AT3G52590	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G047100	UBQ1	ubiquitin extension protein 1	RFO1	Wall-associated kinase family protein
AT5G56010	AT1G79670	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G047100	HSP81-3	heat shock protein 81-3	RFO1	Wall-associated kinase family protein
AT1G13230	AT1G79670	orthologs	Arabidopsis thaliana	Bch06G045180	Bch07G047100	ExLRR2	Leucine-rich repeat (LRR) family protein	RFO1	Wall-associated kinase family protein
AT1G02920	AT1G79670	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G047100	GSTF7	glutathione S-transferase 7	RFO1	Wall-associated kinase family protein
AT3G23010	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G006840	Bch07G047100	RLP36	receptor like protein 36	RFO1	Wall-associated kinase family protein
AT5G06870	AT1G79670	orthologs	Arabidopsis thaliana	Bch10G033220	Bch07G047100	PGIP2	polygalacturonase inhibiting protein 2	RFO1	Wall-associated kinase family protein
AT3G12145	AT1G79670	orthologs	Arabidopsis thaliana	Bch01G044450	Bch07G047100	FLR1	Leucine-rich repeat (LRR) family protein	RFO1	Wall-associated kinase family protein
AT1G74200	AT1G79670	orthologs	Arabidopsis thaliana	Bch07G031560	Bch07G047100	RLP16	receptor like protein 16	RFO1	Wall-associated kinase family protein
AT1G17240	AT1G79670	orthologs	Arabidopsis thaliana	Bch07G040930	Bch07G047100	None	receptor like protein 2	RFO1	Wall-associated kinase family protein
AT3G12610	AT1G79670	orthologs	Arabidopsis thaliana	Bch03G038190	Bch07G047100	DRT100	Leucine-rich repeat (LRR) family protein	RFO1	Wall-associated kinase family protein
AT1G02930	AT1G79670	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G047100	GSTF6	glutathione S-transferase 6	RFO1	Wall-associated kinase family protein
AT2G42800	AT1G79670	orthologs	Arabidopsis thaliana	Bch05G003450	Bch07G047100	RLP29	receptor like protein 29	RFO1	Wall-associated kinase family protein
AT1G70490	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G047100	ARFA1D	Ras-related small GTP-binding family protein	RFO1	Wall-associated kinase family protein
AT1G23490	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G047100	ARF1	ADP-ribosylation factor 1	RFO1	Wall-associated kinase family protein
AT3G28890	AT1G79670	orthologs	Arabidopsis thaliana	Bch04G022630	Bch07G047100	RLP43	receptor like protein 43	RFO1	Wall-associated kinase family protein
AT5G37640	AT1G79670	orthologs	Arabidopsis thaliana	Bch01G040140	Bch07G047100	UBQ9	ubiquitin 9	RFO1	Wall-associated kinase family protein
AT1G17250	AT1G79670	orthologs	Arabidopsis thaliana	Bch08G033780	Bch07G047100	RLP3	receptor like protein 3	RFO1	Wall-associated kinase family protein
AT2G36170	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G047100	UBQ2	60S ribosomal protein L40-1	RFO1	Wall-associated kinase family protein
AT5G56000	AT1G79670	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G047100	Hsp81.4	HEAT SHOCK PROTEIN 81.4	RFO1	Wall-associated kinase family protein
AT4G02890	AT1G79670	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G047100	UBQ14	Ubiquitin family protein	RFO1	Wall-associated kinase family protein
AT4G24190	AT1G79670	orthologs	Arabidopsis thaliana	Bch01G015890	Bch07G047100	SHD	Chaperone protein htpG family protein	RFO1	Wall-associated kinase family protein
AT1G02950	AT1G79670	orthologs	Arabidopsis thaliana	Bch10G002550	Bch07G047100	None	glutathione S-transferase F4	RFO1	Wall-associated kinase family protein
AT4G05050	AT1G79670	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G047100	UBQ11	ubiquitin 11	RFO1	Wall-associated kinase family protein
AT1G80080	AT1G79670	orthologs	Arabidopsis thaliana	Bch07G028460	Bch07G047100	TMM	Leucine-rich repeat (LRR) family protein	RFO1	Wall-associated kinase family protein
AT1G02940	AT1G79670	orthologs	Arabidopsis thaliana	Bch10G002530	Bch07G047100	None	glutathione S-transferase (class phi) 5	RFO1	Wall-associated kinase family protein
AT4G02520	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G047100	GSTF2	glutathione S-transferase PHI 2	RFO1	Wall-associated kinase family protein
AT2G47730	AT1G79670	orthologs	Arabidopsis thaliana	Bch03G026370	Bch07G047100	GSTF8	glutathione S-transferase phi 8	RFO1	Wall-associated kinase family protein
AT2G26300	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G060110	Bch07G047100	GP ALPHA 1	G protein alpha subunit 1	RFO1	Wall-associated kinase family protein
AT3G62250	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G047100	UBQ5	ubiquitin 5	RFO1	Wall-associated kinase family protein
AT1G49860	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G010940	Bch07G047100	GSTF14	glutathione S-transferase (class phi) 14	RFO1	Wall-associated kinase family protein
AT1G68090	AT1G79670	orthologs	Arabidopsis thaliana	Bch02G020370	Bch07G047100	ANN5	annexin 5	RFO1	Wall-associated kinase family protein
AT5G17220	AT1G79670	orthologs	Arabidopsis thaliana	Bch10G025700	Bch07G047100	GSTF12	glutathione S-transferase phi 12	RFO1	Wall-associated kinase family protein
AT5G52640	AT1G79670	orthologs	Arabidopsis thaliana	Bch02G014580	Bch07G047100	HSP90.1	heat shock-like protein	RFO1	Wall-associated kinase family protein
AT5G03240	AT1G79670	orthologs	Arabidopsis thaliana	Bch10G036360	Bch07G047100	UBQ3	polyubiquitin 3	RFO1	Wall-associated kinase family protein
AT2G30870	AT1G79670	orthologs	Arabidopsis thaliana	Bch03G017530	Bch07G047100	GSTF10	glutathione S-transferase PHI 10	RFO1	Wall-associated kinase family protein
AT1G23410	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G045950	Bch07G047100	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	RFO1	Wall-associated kinase family protein
AT3G62760	AT1G79670	orthologs	Arabidopsis thaliana	Bch04G000600	Bch07G047100	ATGSTF13	Glutathione S-transferase family protein	RFO1	Wall-associated kinase family protein
AT2G30860	AT1G79670	orthologs	Arabidopsis thaliana	Bch03G017520	Bch07G047100	GSTF9	glutathione S-transferase PHI 9	RFO1	Wall-associated kinase family protein
AT4G05320	AT1G79670	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G047100	UBQ10	polyubiquitin 10	RFO1	Wall-associated kinase family protein
AT2G02930	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G047100	GSTF3	glutathione S-transferase F3	RFO1	Wall-associated kinase family protein
AT3G03190	AT1G79670	orthologs	Arabidopsis thaliana	Bch05G048980	Bch07G047100	GSTF11	glutathione S-transferase F11	RFO1	Wall-associated kinase family protein
AT2G47110	AT1G79670	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G047100	UBQ6	ubiquitin 6	RFO1	Wall-associated kinase family protein
AT5G37640	AT2G23450	orthologs	Arabidopsis thaliana	Bch01G040140	Bch04G020650	UBQ9	ubiquitin 9	WAKL14	Protein kinase superfamily protein
AT5G56000	AT2G23450	orthologs	Arabidopsis thaliana	Bch03G013980	Bch04G020650	Hsp81.4	HEAT SHOCK PROTEIN 81.4	WAKL14	Protein kinase superfamily protein
AT1G02940	AT2G23450	orthologs	Arabidopsis thaliana	Bch10G002530	Bch04G020650	None	glutathione S-transferase (class phi) 5	WAKL14	Protein kinase superfamily protein
AT3G62760	AT2G23450	orthologs	Arabidopsis thaliana	Bch04G000600	Bch04G020650	ATGSTF13	Glutathione S-transferase family protein	WAKL14	Protein kinase superfamily protein
AT1G74200	AT2G23450	orthologs	Arabidopsis thaliana	Bch07G031560	Bch04G020650	RLP16	receptor like protein 16	WAKL14	Protein kinase superfamily protein
AT5G17220	AT2G23450	orthologs	Arabidopsis thaliana	Bch10G025700	Bch04G020650	GSTF12	glutathione S-transferase phi 12	WAKL14	Protein kinase superfamily protein
AT2G26300	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G060110	Bch04G020650	GP ALPHA 1	G protein alpha subunit 1	WAKL14	Protein kinase superfamily protein
AT5G52640	AT2G23450	orthologs	Arabidopsis thaliana	Bch02G014580	Bch04G020650	HSP90.1	heat shock-like protein	WAKL14	Protein kinase superfamily protein
AT3G28890	AT2G23450	orthologs	Arabidopsis thaliana	Bch04G022630	Bch04G020650	RLP43	receptor like protein 43	WAKL14	Protein kinase superfamily protein
AT5G06870	AT2G23450	orthologs	Arabidopsis thaliana	Bch10G033220	Bch04G020650	PGIP2	polygalacturonase inhibiting protein 2	WAKL14	Protein kinase superfamily protein
AT1G17250	AT2G23450	orthologs	Arabidopsis thaliana	Bch08G033780	Bch04G020650	RLP3	receptor like protein 3	WAKL14	Protein kinase superfamily protein
AT4G05320	AT2G23450	orthologs	Arabidopsis thaliana	Bch08G019540	Bch04G020650	UBQ10	polyubiquitin 10	WAKL14	Protein kinase superfamily protein
AT1G49860	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G010940	Bch04G020650	GSTF14	glutathione S-transferase (class phi) 14	WAKL14	Protein kinase superfamily protein
AT1G70490	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G045850	Bch04G020650	ARFA1D	Ras-related small GTP-binding family protein	WAKL14	Protein kinase superfamily protein
AT3G03190	AT2G23450	orthologs	Arabidopsis thaliana	Bch05G048980	Bch04G020650	GSTF11	glutathione S-transferase F11	WAKL14	Protein kinase superfamily protein
AT1G80080	AT2G23450	orthologs	Arabidopsis thaliana	Bch07G028460	Bch04G020650	TMM	Leucine-rich repeat (LRR) family protein	WAKL14	Protein kinase superfamily protein
AT5G56010	AT2G23450	orthologs	Arabidopsis thaliana	Bch03G013980	Bch04G020650	HSP81-3	heat shock protein 81-3	WAKL14	Protein kinase superfamily protein
AT4G05050	AT2G23450	orthologs	Arabidopsis thaliana	Bch08G019540	Bch04G020650	UBQ11	ubiquitin 11	WAKL14	Protein kinase superfamily protein
AT1G02950	AT2G23450	orthologs	Arabidopsis thaliana	Bch10G002550	Bch04G020650	None	glutathione S-transferase F4	WAKL14	Protein kinase superfamily protein
AT2G30860	AT2G23450	orthologs	Arabidopsis thaliana	Bch03G017520	Bch04G020650	GSTF9	glutathione S-transferase PHI 9	WAKL14	Protein kinase superfamily protein
AT2G42800	AT2G23450	orthologs	Arabidopsis thaliana	Bch05G003450	Bch04G020650	RLP29	receptor like protein 29	WAKL14	Protein kinase superfamily protein
AT4G02890	AT2G23450	orthologs	Arabidopsis thaliana	Bch08G019540	Bch04G020650	UBQ14	Ubiquitin family protein	WAKL14	Protein kinase superfamily protein
AT2G47730	AT2G23450	orthologs	Arabidopsis thaliana	Bch03G026370	Bch04G020650	GSTF8	glutathione S-transferase phi 8	WAKL14	Protein kinase superfamily protein
AT2G02930	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G002040	Bch04G020650	GSTF3	glutathione S-transferase F3	WAKL14	Protein kinase superfamily protein
AT1G02930	AT2G23450	orthologs	Arabidopsis thaliana	Bch08G040400	Bch04G020650	GSTF6	glutathione S-transferase 6	WAKL14	Protein kinase superfamily protein
AT2G47110	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G059060	Bch04G020650	UBQ6	ubiquitin 6	WAKL14	Protein kinase superfamily protein
AT5G06860	AT2G23450	orthologs	Arabidopsis thaliana	Bch10G033240	Bch04G020650	PGIP1	polygalacturonase inhibiting protein 1	WAKL14	Protein kinase superfamily protein
AT1G02920	AT2G23450	orthologs	Arabidopsis thaliana	Bch08G040400	Bch04G020650	GSTF7	glutathione S-transferase 7	WAKL14	Protein kinase superfamily protein
AT1G68090	AT2G23450	orthologs	Arabidopsis thaliana	Bch02G020370	Bch04G020650	ANN5	annexin 5	WAKL14	Protein kinase superfamily protein
AT1G23490	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G045850	Bch04G020650	ARF1	ADP-ribosylation factor 1	WAKL14	Protein kinase superfamily protein
AT4G02520	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G002040	Bch04G020650	GSTF2	glutathione S-transferase PHI 2	WAKL14	Protein kinase superfamily protein
AT5G03240	AT2G23450	orthologs	Arabidopsis thaliana	Bch10G036360	Bch04G020650	UBQ3	polyubiquitin 3	WAKL14	Protein kinase superfamily protein
AT3G23010	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G006840	Bch04G020650	RLP36	receptor like protein 36	WAKL14	Protein kinase superfamily protein
AT3G52590	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G050580	Bch04G020650	UBQ1	ubiquitin extension protein 1	WAKL14	Protein kinase superfamily protein
AT2G36170	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G050580	Bch04G020650	UBQ2	60S ribosomal protein L40-1	WAKL14	Protein kinase superfamily protein
AT5G56030	AT2G23450	orthologs	Arabidopsis thaliana	Bch03G013980	Bch04G020650	HSP81-2	heat shock protein 81-2	WAKL14	Protein kinase superfamily protein
AT4G24190	AT2G23450	orthologs	Arabidopsis thaliana	Bch01G015890	Bch04G020650	SHD	Chaperone protein htpG family protein	WAKL14	Protein kinase superfamily protein
AT1G13230	AT2G23450	orthologs	Arabidopsis thaliana	Bch06G045180	Bch04G020650	ExLRR2	Leucine-rich repeat (LRR) family protein	WAKL14	Protein kinase superfamily protein
AT1G17240	AT2G23450	orthologs	Arabidopsis thaliana	Bch07G040930	Bch04G020650	None	receptor like protein 2	WAKL14	Protein kinase superfamily protein
AT3G62250	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G059060	Bch04G020650	UBQ5	ubiquitin 5	WAKL14	Protein kinase superfamily protein
AT3G12145	AT2G23450	orthologs	Arabidopsis thaliana	Bch01G044450	Bch04G020650	FLR1	Leucine-rich repeat (LRR) family protein	WAKL14	Protein kinase superfamily protein
AT2G30870	AT2G23450	orthologs	Arabidopsis thaliana	Bch03G017530	Bch04G020650	GSTF10	glutathione S-transferase PHI 10	WAKL14	Protein kinase superfamily protein
AT1G23410	AT2G23450	orthologs	Arabidopsis thaliana	Bch09G045950	Bch04G020650	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	WAKL14	Protein kinase superfamily protein
AT3G12610	AT2G23450	orthologs	Arabidopsis thaliana	Bch03G038190	Bch04G020650	DRT100	Leucine-rich repeat (LRR) family protein	WAKL14	Protein kinase superfamily protein
AT4G05050	AT1G79680	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G029040	UBQ11	ubiquitin 11	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G02950	AT1G79680	orthologs	Arabidopsis thaliana	Bch10G002550	Bch07G029040	None	glutathione S-transferase F4	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT3G62250	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G059060	Bch07G029040	UBQ5	ubiquitin 5	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G23490	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G029040	ARF1	ADP-ribosylation factor 1	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT3G52590	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G050580	Bch07G029040	UBQ1	ubiquitin extension protein 1	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G02920	AT1G79680	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G029040	GSTF7	glutathione S-transferase 7	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT4G02890	AT1G79680	orthologs	Arabidopsis thaliana	Bch08G019540	Bch07G029040	UBQ14	Ubiquitin family protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT4G02520	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G002040	Bch07G029040	GSTF2	glutathione S-transferase PHI 2	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G56010	AT1G79680	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G029040	HSP81-3	heat shock protein 81-3	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT3G03190	AT1G79680	orthologs	Arabidopsis thaliana	Bch05G048980	Bch07G029040	GSTF11	glutathione S-transferase F11	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G02930	AT1G79680	orthologs	Arabidopsis thaliana	Bch08G040400	Bch07G029040	GSTF6	glutathione S-transferase 6	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT3G12145	AT1G79680	orthologs	Arabidopsis thaliana	Bch01G044450	Bch07G029040	FLR1	Leucine-rich repeat (LRR) family protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G06870	AT1G79680	orthologs	Arabidopsis thaliana	Bch10G033220	Bch07G029040	PGIP2	polygalacturonase inhibiting protein 2	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G70490	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G045850	Bch07G029040	ARFA1D	Ras-related small GTP-binding family protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT1G23410	AT1G79680	orthologs	Arabidopsis thaliana	Bch09G045950	Bch07G029040	RPS27aA	Ribosomal protein S27a / Ubiquitin family protein	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT3G28890	AT1G79680	orthologs	Arabidopsis thaliana	Bch04G022630	Bch07G029040	RLP43	receptor like protein 43	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
AT5G56000	AT1G79680	orthologs	Arabidopsis thaliana	Bch03G013980	Bch07G029040	Hsp81.4	HEAT SHOCK PROTEIN 81.4	WAKL10	WALL ASSOCIATED KINASE (WAK)-LIKE 10
